A01-07 Encounter, FID="A08V8SwLild8ac0f" UGFLinkReference="eNeN67",A08V8SwLild8ac0f,eNeN67,,,5,eNeN,67
A01-08 Encounter, FID="A0IXIxuOB6Efyf5u" UGFLinkReference="eNeN68",A0IXIxuOB6Efyf5u,eNeN68,,,5,eNeN,68
A01-09 Encounter, FID="A0ZUgFTLkwHf3mfu" UGFLinkReference="eNeN69",A0ZUgFTLkwHf3mfu,eNeN69,,,5,eNeN,69
A01-10 Encounter, FID="A0snnx8YhILaaddd" UGFLinkReference="eNeN70",A0snnx8YhILaaddd,eNeN70,,,5,eNeN,70
A01-11 Encounter, FID="A1ZpBAv1WAZN4G0Z" UGFLinkReference="eNeN71",A1ZpBAv1WAZN4G0Z,eNeN71,,,5,eNeN,71
A01-12 Encounter, FID="A2vNGaLCM4Sf20nK" UGFLinkReference="eNeN72",A2vNGaLCM4Sf20nK,eNeN72,,,5,eNeN,72
A01-13 Encounter, FID="A3AKzR0jz71H4h4F" UGFLinkReference="eNeN73",A3AKzR0jz71H4h4F,eNeN73,,,5,eNeN,73
A01-14 Encounter, FID="A3OboXAfUmhyuY0R" UGFLinkReference="eNeN74",A3OboXAfUmhyuY0R,eNeN74,,,5,eNeN,74
A01-15 Encounter, FID="A3sYmSYQfXIQhxGJ" UGFLinkReference="eNeN75",A3sYmSYQfXIQhxGJ,eNeN75,,,5,eNeN,75
A01-16 Encounter, FID="A3ugLI0suJnTxA7D" UGFLinkReference="eNeN76",A3ugLI0suJnTxA7D,eNeN76,,,5,eNeN,76
A01-17 Encounter, FID="A3welvdFDfEwuA3U" UGFLinkReference="eNeN77",A3welvdFDfEwuA3U,eNeN77,,,5,eNeN,77
A01-18 Encounter, FID="A4cP3zO9DyAl2lKL" UGFLinkReference="eNeN78",A4cP3zO9DyAl2lKL,eNeN78,,,5,eNeN,78
A01-19 Encounter, FID="A4kZtsvwtiN21zlt" UGFLinkReference="eNeN79",A4kZtsvwtiN21zlt,eNeN79,,,5,eNeN,79
A01-20 Encounter, FID="A5SThJjX9bIhGgzk" UGFLinkReference="eNeN80",A5SThJjX9bIhGgzk,eNeN80,,,5,eNeN,80
A02-01 Encounter, FID="A5tau2RlKVtmwgJk" UGFLinkReference="eNeN81",A5tau2RlKVtmwgJk,eNeN81,,,5,eNeN,81
A02-02 Encounter, FID="A6AdCDhlMAcJZbcp" UGFLinkReference="eNeN82",A6AdCDhlMAcJZbcp,eNeN82,,,5,eNeN,82
A02-03 Encounter, FID="A6Gio2OjAHxQ8Fi0" UGFLinkReference="eNeN83",A6Gio2OjAHxQ8Fi0,eNeN83,,,5,eNeN,83
A02-04 Encounter, FID="A9JEgoMsZPaRpde8" UGFLinkReference="eNeN84",A9JEgoMsZPaRpde8,eNeN84,,,5,eNeN,84
A02-05 Encounter, FID="A9qe65hztkR5maJ3" UGFLinkReference="eNeN85",A9qe65hztkR5maJ3,eNeN85,,,5,eNeN,85
A02-06 Encounter, FID="AAHdhZet3ukucttn" UGFLinkReference="eNeN86",AAHdhZet3ukucttn,eNeN86,,,5,eNeN,86
A02-07 Encounter, FID="AAju7QZnGaL62yWg" UGFLinkReference="eNeN87",AAju7QZnGaL62yWg,eNeN87,,,5,eNeN,87
A02-08 Encounter, FID="ABMHGC9LmQuiVTNk" UGFLinkReference="eNeN88",ABMHGC9LmQuiVTNk,eNeN88,,,5,eNeN,88
A02-09 Encounter, FID="ABm3jAx0zIVpxQCZ" UGFLinkReference="eNeN89",ABm3jAx0zIVpxQCZ,eNeN89,,,5,eNeN,89
A02-10 Encounter, FID="AC01sfVPxCJ9GGKc" UGFLinkReference="eNeN90",AC01sfVPxCJ9GGKc,eNeN90,,,5,eNeN,90
A02-11 Encounter, FID="ACZEhy9f1ZCryIWb" UGFLinkReference="eNeN91",ACZEhy9f1ZCryIWb,eNeN91,,,5,eNeN,91
A02-12 Encounter, FID="ACfiAJVS4XhYdNzE" UGFLinkReference="eNeN92",ACfiAJVS4XhYdNzE,eNeN92,,,5,eNeN,92
A02-13 Encounter, FID="AChVoAHlNwgVpGLr" UGFLinkReference="eNeN93",AChVoAHlNwgVpGLr,eNeN93,,,5,eNeN,93
A02-14 Encounter, FID="ACiUvTdNZtxHIJMC" UGFLinkReference="eNeN94",ACiUvTdNZtxHIJMC,eNeN94,,,5,eNeN,94
A02-15 Encounter, FID="ACjbLAw9qzmQUoF7" UGFLinkReference="eNeN95",ACjbLAw9qzmQUoF7,eNeN95,,,5,eNeN,95
A02-16 Encounter, FID="ADFVc1JBN2wcXAIq" UGFLinkReference="eNeN96",ADFVc1JBN2wcXAIq,eNeN96,,,5,eNeN,96
A02-17 Encounter, FID="ADgY6OCyIlJ5usWI" UGFLinkReference="eNeN97",ADgY6OCyIlJ5usWI,eNeN97,,,5,eNeN,97
A02-18 Encounter, FID="ADkG3BS68EuEzg0Y" UGFLinkReference="eNeN98",ADkG3BS68EuEzg0Y,eNeN98,,,5,eNeN,98
A02-19 Encounter, FID="ADouUOJihp7lm9ir" UGFLinkReference="eNeN99",ADouUOJihp7lm9ir,eNeN99,,,5,eNeN,99
A02-20 Encounter, FID="ADqsejKVQ1s3U1bT" UGFLinkReference="eNeN100",ADqsejKVQ1s3U1bT,eNeN100,,,5,eNeN,100
A03-01 Encounter, FID="AEbZaGrUKcahK4nj" UGFLinkReference="eNeN101",AEbZaGrUKcahK4nj,eNeN101,,,5,eNeN,101
A03-02 Encounter, FID="AFAo5EGy4eQ0McUO" UGFLinkReference="eNeN102",AFAo5EGy4eQ0McUO,eNeN102,,,5,eNeN,102
A03-03 Encounter, FID="AFFL2IBh2cibIb8v" UGFLinkReference="eNeN103",AFFL2IBh2cibIb8v,eNeN103,,,5,eNeN,103
A03-04 Encounter, FID="AFalVBYljltXiLdt" UGFLinkReference="eNeN104",AFalVBYljltXiLdt,eNeN104,,,5,eNeN,104
A03-05 Encounter, FID="AFx3DVVwKnBAtFkj" UGFLinkReference="eNeN105",AFx3DVVwKnBAtFkj,eNeN105,,,5,eNeN,105
A03-06 Encounter, FID="AGXWmRVs7OSaGn29" UGFLinkReference="eNeN106",AGXWmRVs7OSaGn29,eNeN106,,,5,eNeN,106
A03-07 Encounter, FID="AHVTJPqttcs7WYSI" UGFLinkReference="eNeN107",AHVTJPqttcs7WYSI,eNeN107,,,5,eNeN,107
A03-08 Encounter, FID="AHc0j0lLJqzI0fCM" UGFLinkReference="eNeN108",AHc0j0lLJqzI0fCM,eNeN108,,,5,eNeN,108
A03-09 Encounter, FID="AHmsvmM1WIpokVGN" UGFLinkReference="eNeN109",AHmsvmM1WIpokVGN,eNeN109,,,5,eNeN,109
A03-10 Encounter, FID="AIrlHbViJAHnedY5" UGFLinkReference="eNeN110",AIrlHbViJAHnedY5,eNeN110,,,5,eNeN,110
A03-11 Encounter, FID="AJCAV2Qj2y07aNCM" UGFLinkReference="eNeN111",AJCAV2Qj2y07aNCM,eNeN111,,,5,eNeN,111
A03-12 Encounter, FID="AJVRiP64Xicu1Ymb" UGFLinkReference="eNeN112",AJVRiP64Xicu1Ymb,eNeN112,,,5,eNeN,112
A03-13 Encounter, FID="AK4RVDhv9413RtIM" UGFLinkReference="eNeN113",AK4RVDhv9413RtIM,eNeN113,,,5,eNeN,113
A03-14 Encounter, FID="AKfzrrhryDzxZ2L9" UGFLinkReference="eNeN114",AKfzrrhryDzxZ2L9,eNeN114,,,5,eNeN,114
A03-15 Encounter, FID="ALBFLbMmvlgOCVt1" UGFLinkReference="eNeN115",ALBFLbMmvlgOCVt1,eNeN115,,,5,eNeN,115
A03-16 Encounter, FID="ALEasZYySmhUWMUJ" UGFLinkReference="eNeN116",ALEasZYySmhUWMUJ,eNeN116,,,5,eNeN,116
A03-17 Encounter, FID="AMEu68FbnjXzbNEJ" UGFLinkReference="eNeN117",AMEu68FbnjXzbNEJ,eNeN117,,,5,eNeN,117
A03-18 Encounter, FID="AMW5AsLS1OMUasAy" UGFLinkReference="eNeN118",AMW5AsLS1OMUasAy,eNeN118,,,5,eNeN,118
A03-19 Encounter, FID="AMdKJnJDJlfrY9Ei" UGFLinkReference="eNeN119",AMdKJnJDJlfrY9Ei,eNeN119,,,5,eNeN,119
A03-20 Encounter, FID="AMjxPytwf69dVvJv" UGFLinkReference="eNeN120",AMjxPytwf69dVvJv,eNeN120,,,5,eNeN,120
A04-01 Encounter, FID="AMkNn2Tax7pt5ljg" UGFLinkReference="eNeN121",AMkNn2Tax7pt5ljg,eNeN121,,,5,eNeN,121
A04-02 Encounter, FID="ANION2heB8IKFnET" UGFLinkReference="eNeN122",ANION2heB8IKFnET,eNeN122,,,5,eNeN,122
A04-03 Encounter, FID="ANRhx56w8q3AAgrA" UGFLinkReference="eNeN123",ANRhx56w8q3AAgrA,eNeN123,,,5,eNeN,123
A04-04 Encounter, FID="APF3GAfLgYDnRdeA" UGFLinkReference="eNeN124",APF3GAfLgYDnRdeA,eNeN124,,,5,eNeN,124
A04-05 Encounter, FID="APa08xjGRucz4EBA" UGFLinkReference="eNeN125",APa08xjGRucz4EBA,eNeN125,,,5,eNeN,125
A04-06 Encounter, FID="APpogZpNCjWO35RT" UGFLinkReference="eNeN126",APpogZpNCjWO35RT,eNeN126,,,5,eNeN,126
A04-07 Encounter, FID="AQeZcrfnn4BHjby1" UGFLinkReference="eNeN127",AQeZcrfnn4BHjby1,eNeN127,,,5,eNeN,127
A04-08 Encounter, FID="AS1gqXtGNgoXCwX7" UGFLinkReference="eNeN128",AS1gqXtGNgoXCwX7,eNeN128,,,5,eNeN,128
A04-09 Encounter, FID="ASmOZUKZM4uELlGp" UGFLinkReference="eNeN129",ASmOZUKZM4uELlGp,eNeN129,,,5,eNeN,129
A04-10 Encounter, FID="ASqwHhfDX0fpahfJ" UGFLinkReference="eNeN130",ASqwHhfDX0fpahfJ,eNeN130,,,5,eNeN,130
A04-11 Encounter, FID="ASvuYcgEVtFWZahD" UGFLinkReference="eNeN131",ASvuYcgEVtFWZahD,eNeN131,,,5,eNeN,131
A04-12 Encounter, FID="ASx4UPyJWmAxxrSl" UGFLinkReference="eNeN132",ASx4UPyJWmAxxrSl,eNeN132,,,5,eNeN,132
A04-13 Encounter, FID="ATEZ4eK6DA1btXVs" UGFLinkReference="eNeN133",ATEZ4eK6DA1btXVs,eNeN133,,,5,eNeN,133
A04-14 Encounter, FID="AThzxdaIHX0PnaLy" UGFLinkReference="eNeN134",AThzxdaIHX0PnaLy,eNeN134,,,5,eNeN,134
A04-15 Encounter, FID="AU0v4vpqrYkBl0EI" UGFLinkReference="eNeN135",AU0v4vpqrYkBl0EI,eNeN135,,,5,eNeN,135
A04-16 Encounter, FID="AU1E20gEMJe2joS3" UGFLinkReference="eNeN136",AU1E20gEMJe2joS3,eNeN136,,,5,eNeN,136
A04-17 Encounter, FID="AU26vm4qDddtbekq" UGFLinkReference="eNeN137",AU26vm4qDddtbekq,eNeN137,,,5,eNeN,137
A04-18 Encounter, FID="AUVZLC62tXZ4W4OL" UGFLinkReference="eNeN138",AUVZLC62tXZ4W4OL,eNeN138,,,5,eNeN,138
A04-19 Encounter, FID="AUtRXjRDC9FIuojc" UGFLinkReference="eNeN139",AUtRXjRDC9FIuojc,eNeN139,,,5,eNeN,139
A04-20 Encounter, FID="AVFHJEYYEp2UtjU6" UGFLinkReference="eNeN140",AVFHJEYYEp2UtjU6,eNeN140,,,5,eNeN,140
A05-01 Encounter, FID="AVkqSV8BQhGf4Wk1" UGFLinkReference="eNeN141",AVkqSV8BQhGf4Wk1,eNeN141,,,5,eNeN,141
A05-02 Encounter, FID="AX180NjmpZE8Xfgh" UGFLinkReference="eNeN142",AX180NjmpZE8Xfgh,eNeN142,,,5,eNeN,142
A05-03 Encounter, FID="AXINJlj98im0tSIA" UGFLinkReference="eNeN143",AXINJlj98im0tSIA,eNeN143,,,5,eNeN,143
A05-04 Encounter, FID="AXkxr3T6WXhUyg0p" UGFLinkReference="eNeN144",AXkxr3T6WXhUyg0p,eNeN144,,,5,eNeN,144
A05-05 Encounter, FID="AXnElSMllVq29aFf" UGFLinkReference="eNeN145",AXnElSMllVq29aFf,eNeN145,,,5,eNeN,145
A05-06 Encounter, FID="AYPa8aUrDcV5cYh8" UGFLinkReference="eNeN146",AYPa8aUrDcV5cYh8,eNeN146,,,5,eNeN,146
A05-07 Encounter, FID="AZ34hKu0414lrTIP" UGFLinkReference="eNeN147",AZ34hKu0414lrTIP,eNeN147,,,5,eNeN,147
A05-08 Encounter, FID="AZ4t6oKwhzSfP09r" UGFLinkReference="eNeN148",AZ4t6oKwhzSfP09r,eNeN148,,,5,eNeN,148
A05-09 Encounter, FID="AZBKFFyR9lrwLKut" UGFLinkReference="eNeN149",AZBKFFyR9lrwLKut,eNeN149,,,5,eNeN,149
A05-10 Encounter, FID="AZEKlwfu5PrtZk7a" UGFLinkReference="eNeN150",AZEKlwfu5PrtZk7a,eNeN150,,,5,eNeN,150
A05-11 Encounter, FID="AZT5eweJ1bjseIYR" UGFLinkReference="eNeN151",AZT5eweJ1bjseIYR,eNeN151,,,5,eNeN,151
A05-12 Encounter, FID="AZnHjEqWf6PzXbFX" UGFLinkReference="eNeN152",AZnHjEqWf6PzXbFX,eNeN152,,,5,eNeN,152
A05-13 Encounter, FID="AcQrIS1sUunEhy2k" UGFLinkReference="eNeN153",AcQrIS1sUunEhy2k,eNeN153,,,5,eNeN,153
A05-14 Encounter, FID="Adjnbpa3IxL5VEOG" UGFLinkReference="eNeN154",Adjnbpa3IxL5VEOG,eNeN154,,,5,eNeN,154
A05-15 Encounter, FID="AdkLGoyHZSmeZgQj" UGFLinkReference="eNeN155",AdkLGoyHZSmeZgQj,eNeN155,,,5,eNeN,155
A05-16 Encounter, FID="Adm8HfbqnuD3DOx4" UGFLinkReference="eNeN156",Adm8HfbqnuD3DOx4,eNeN156,,,5,eNeN,156
A05-17 Encounter, FID="AdoAVyRmE1fbttvx" UGFLinkReference="eNeN157",AdoAVyRmE1fbttvx,eNeN157,,,5,eNeN,157
A05-18 Encounter, FID="AeSd2vsBzRsBFN5m" UGFLinkReference="eNeN158",AeSd2vsBzRsBFN5m,eNeN158,,,5,eNeN,158
A05-19 Encounter, FID="AeVQ9cLvs21oB8NK" UGFLinkReference="eNeN159",AeVQ9cLvs21oB8NK,eNeN159,,,5,eNeN,159
A05-20 Encounter, FID="AehZ2jCOC6sXPSgt" UGFLinkReference="eNeN160",AehZ2jCOC6sXPSgt,eNeN160,,,5,eNeN,160
A06-01 Encounter, FID="AergtJU5rgtk8HxA" UGFLinkReference="eNeN161",AergtJU5rgtk8HxA,eNeN161,,,5,eNeN,161
A06-02 Encounter, FID="Aeze25XIQzWQtTJO" UGFLinkReference="eNeN162",Aeze25XIQzWQtTJO,eNeN162,,,5,eNeN,162
A06-03 Encounter, FID="Af97iyplVLkg7iyC" UGFLinkReference="eNeN163",Af97iyplVLkg7iyC,eNeN163,,,5,eNeN,163
A06-04 Encounter, FID="AfL4mzmLRQtuAqQM" UGFLinkReference="eNeN164",AfL4mzmLRQtuAqQM,eNeN164,,,5,eNeN,164
A06-05 Encounter, FID="Afem9rjoh5sdtgyc" UGFLinkReference="eNeN165",Afem9rjoh5sdtgyc,eNeN165,,,5,eNeN,165
A06-06 Encounter, FID="Ag87WdjnPLwyFzLm" UGFLinkReference="eNeN166",Ag87WdjnPLwyFzLm,eNeN166,,,5,eNeN,166
A06-07 Encounter, FID="AgW5BWC8MgYRTqV9" UGFLinkReference="eNeN167",AgW5BWC8MgYRTqV9,eNeN167,,,5,eNeN,167
A06-08 Encounter, FID="AgnT9FwPjL1WheCT" UGFLinkReference="eNeN168",AgnT9FwPjL1WheCT,eNeN168,,,5,eNeN,168
A06-09 Encounter, FID="AiUEfdKTk5E6lBGE" UGFLinkReference="eNeN169",AiUEfdKTk5E6lBGE,eNeN169,,,5,eNeN,169
A06-10 Encounter, FID="AiYdboimrQHmygrJ" UGFLinkReference="eNeN170",AiYdboimrQHmygrJ,eNeN170,,,5,eNeN,170
A06-11 Encounter, FID="AivTPWop1PNZ8CdX" UGFLinkReference="eNeN171",AivTPWop1PNZ8CdX,eNeN171,,,5,eNeN,171
A06-12 Encounter, FID="AjVodfV7lshWbNcT" UGFLinkReference="eNeN172",AjVodfV7lshWbNcT,eNeN172,,,5,eNeN,172
A06-13 Encounter, FID="AjaNa7CkTxiuG60x" UGFLinkReference="eNeN173",AjaNa7CkTxiuG60x,eNeN173,,,5,eNeN,173
A06-14 Encounter, FID="AjhdhANa1L9xPvob" UGFLinkReference="eNeN174",AjhdhANa1L9xPvob,eNeN174,,,5,eNeN,174
A06-15 Encounter, FID="AjqABogqDkxEsnty" UGFLinkReference="eNeN175",AjqABogqDkxEsnty,eNeN175,,,5,eNeN,175
A06-16 Encounter, FID="AkZB0zn0V6rihzIv" UGFLinkReference="eNeN176",AkZB0zn0V6rihzIv,eNeN176,,,5,eNeN,176
A06-17 Encounter, FID="Aku6xPKD8fLO6mev" UGFLinkReference="eNeN177",Aku6xPKD8fLO6mev,eNeN177,,,5,eNeN,177
A06-18 Encounter, FID="AlGBYiZtFq4RZeNG" UGFLinkReference="eNeN178",AlGBYiZtFq4RZeNG,eNeN178,,,5,eNeN,178
A06-19 Encounter, FID="AlpbmTo6a1s48622" UGFLinkReference="eNeN179",AlpbmTo6a1s48622,eNeN179,,,5,eNeN,179
A06-20 Encounter, FID="Amcxc6iiiH3o6YCy" UGFLinkReference="eNeN180",Amcxc6iiiH3o6YCy,eNeN180,,,5,eNeN,180
A07-01 Encounter, FID="AmnIhRMSVVmTCGBr" UGFLinkReference="eNeN181",AmnIhRMSVVmTCGBr,eNeN181,,,5,eNeN,181
A07-02 Encounter, FID="AoaAI7fpTPnDUBep" UGFLinkReference="eNeN182",AoaAI7fpTPnDUBep,eNeN182,,,5,eNeN,182
A07-03 Encounter, FID="AoaJQd3TfCiPZ85t" UGFLinkReference="eNeN183",AoaJQd3TfCiPZ85t,eNeN183,,,5,eNeN,183
A07-04 Encounter, FID="Ap4ZU3mGaf1VWwSv" UGFLinkReference="eNeN184",Ap4ZU3mGaf1VWwSv,eNeN184,,,5,eNeN,184
A07-05 Encounter, FID="ApRtQdykT8ejPYG4" UGFLinkReference="eNeN185",ApRtQdykT8ejPYG4,eNeN185,,,5,eNeN,185
A07-06 Encounter, FID="ApU6FnzvyrCDLzkc" UGFLinkReference="eNeN186",ApU6FnzvyrCDLzkc,eNeN186,,,5,eNeN,186
A07-07 Encounter, FID="AppO0xmSsXMcbeQe" UGFLinkReference="eNeN187",AppO0xmSsXMcbeQe,eNeN187,,,5,eNeN,187
A07-08 Encounter, FID="ApsChD4HJ8M02gQf" UGFLinkReference="eNeN188",ApsChD4HJ8M02gQf,eNeN188,,,5,eNeN,188
A07-09 Encounter, FID="AqEcCx27ZIt9VlYV" UGFLinkReference="eNeN189",AqEcCx27ZIt9VlYV,eNeN189,,,5,eNeN,189
A07-10 Encounter, FID="AqiwLaU0sDm0ScLQ" UGFLinkReference="eNeN190",AqiwLaU0sDm0ScLQ,eNeN190,,,5,eNeN,190
A07-11 Encounter, FID="ArKK5mR8H1AgPsmF" UGFLinkReference="eNeN191",ArKK5mR8H1AgPsmF,eNeN191,,,5,eNeN,191
A07-12 Encounter, FID="ArQTfZXoeXpqjezt" UGFLinkReference="eNeN192",ArQTfZXoeXpqjezt,eNeN192,,,5,eNeN,192
A07-13 Encounter, FID="AricYqa9NtdAEGp0" UGFLinkReference="eNeN193",AricYqa9NtdAEGp0,eNeN193,,,5,eNeN,193
A07-14 Encounter, FID="Aru9dUAzRs51tG2i" UGFLinkReference="eNeN194",Aru9dUAzRs51tG2i,eNeN194,,,5,eNeN,194
A07-15 Encounter, FID="AsFIrYXpXQCdR3S2" UGFLinkReference="eNeN195",AsFIrYXpXQCdR3S2,eNeN195,,,5,eNeN,195
A07-16 Encounter, FID="AslHN1hD8EG0NhD3" UGFLinkReference="eNeN196",AslHN1hD8EG0NhD3,eNeN196,,,5,eNeN,196
A07-17 Encounter, FID="AtCxIQL2G3s1ZiOh" UGFLinkReference="eNeN197",AtCxIQL2G3s1ZiOh,eNeN197,,,5,eNeN,197
A07-18 Encounter, FID="AtTjoWq1ad9Gl4p4" UGFLinkReference="eNeN198",AtTjoWq1ad9Gl4p4,eNeN198,,,5,eNeN,198
A07-19 Encounter, FID="AtdXP9b4Hz6mC2kM" UGFLinkReference="eNeN199",AtdXP9b4Hz6mC2kM,eNeN199,,,5,eNeN,199
A07-20 Encounter, FID="Au4TbEn8wwCIb1Nu" UGFLinkReference="eNeN200",Au4TbEn8wwCIb1Nu,eNeN200,,,5,eNeN,200
A08-01 Encounter, FID="AuVusSDVIk4WxreF" UGFLinkReference="eNeN201",AuVusSDVIk4WxreF,eNeN201,,,5,eNeN,201
A08-02 Encounter, FID="Av4pQoC3BrX6Vp7h" UGFLinkReference="eNeN202",Av4pQoC3BrX6Vp7h,eNeN202,,,5,eNeN,202
A08-03 Encounter, FID="AvAe7XW44tsUYbBr" UGFLinkReference="eNeN203",AvAe7XW44tsUYbBr,eNeN203,,,5,eNeN,203
A08-04 Encounter, FID="AwE20J9xKzO5NnJU" UGFLinkReference="eNeN204",AwE20J9xKzO5NnJU,eNeN204,,,5,eNeN,204
A08-05 Encounter, FID="Awj9Kxop15ldugv7" UGFLinkReference="eNeN205",Awj9Kxop15ldugv7,eNeN205,,,5,eNeN,205
A08-06 Encounter, FID="Ax8G52JDII7zHfZQ" UGFLinkReference="eNeN206",Ax8G52JDII7zHfZQ,eNeN206,,,5,eNeN,206
A08-07 Encounter, FID="AxClbfRuZbYGv6R1" UGFLinkReference="eNeN207",AxClbfRuZbYGv6R1,eNeN207,,,5,eNeN,207
A08-08 Encounter, FID="AxK9vgERTalMoEa9" UGFLinkReference="eNeN208",AxK9vgERTalMoEa9,eNeN208,,,5,eNeN,208
A08-09 Encounter, FID="AxttAYhzy1fpdUcX" UGFLinkReference="eNeN209",AxttAYhzy1fpdUcX,eNeN209,,,5,eNeN,209
A08-10 Encounter, FID="AyQDC7QKrqPRy1h7" UGFLinkReference="eNeN210",AyQDC7QKrqPRy1h7,eNeN210,,,5,eNeN,210
A08-11 Encounter, FID="Az60dKoDUPi1y7U8" UGFLinkReference="eNeN211",Az60dKoDUPi1y7U8,eNeN211,,,5,eNeN,211
A08-12 Encounter, FID="Azq0x6kHdZKia8bi" UGFLinkReference="eNeN212",Azq0x6kHdZKia8bi,eNeN212,,,5,eNeN,212
A08-13 Encounter, FID="B0KYym5Z1nsxkQdt" UGFLinkReference="eNeN213",B0KYym5Z1nsxkQdt,eNeN213,,,5,eNeN,213
A08-14 Encounter, FID="B0Oh3MWieSyNhgxm" UGFLinkReference="eNeN214",B0Oh3MWieSyNhgxm,eNeN214,,,5,eNeN,214
A08-15 Encounter, FID="B13HIZON6ydIVWiO" UGFLinkReference="eNeN215",B13HIZON6ydIVWiO,eNeN215,,,5,eNeN,215
A08-16 Encounter, FID="B1OwuCQMeO6cxSIu" UGFLinkReference="eNeN216",B1OwuCQMeO6cxSIu,eNeN216,,,5,eNeN,216
A08-17 Encounter, FID="B1fCSyz34CmXsxGC" UGFLinkReference="eNeN217",B1fCSyz34CmXsxGC,eNeN217,,,5,eNeN,217
A08-18 Encounter, FID="B1tNDAQTCZ2jp8yX" UGFLinkReference="eNeN218",B1tNDAQTCZ2jp8yX,eNeN218,,,5,eNeN,218
A08-19 Encounter, FID="B2761Y1erbZfDr8k" UGFLinkReference="eNeN219",B2761Y1erbZfDr8k,eNeN219,,,5,eNeN,219
A08-20 Encounter, FID="B3L1YD6vgHYD9sko" UGFLinkReference="eNeN220",B3L1YD6vgHYD9sko,eNeN220,,,5,eNeN,220
A09-01 Encounter, FID="B4FBR2lZHyeBdvfm" UGFLinkReference="eNeN221",B4FBR2lZHyeBdvfm,eNeN221,,,5,eNeN,221
A09-02 Encounter, FID="B4LT2OhoTINnA5Cr" UGFLinkReference="eNeN222",B4LT2OhoTINnA5Cr,eNeN222,,,5,eNeN,222
A09-03 Encounter, FID="B5PrqtPx3yG74H5s" UGFLinkReference="eNeN223",B5PrqtPx3yG74H5s,eNeN223,,,5,eNeN,223
A09-04 Encounter, FID="B7H4CNYL18qUfvUW" UGFLinkReference="eNeN224",B7H4CNYL18qUfvUW,eNeN224,,,5,eNeN,224
A09-05 Encounter, FID="B7lgpYZRbmyiItBU" UGFLinkReference="eNeN225",B7lgpYZRbmyiItBU,eNeN225,,,5,eNeN,225
A09-06 Encounter, FID="B8E5cwPARMZgypUq" UGFLinkReference="eNeN226",B8E5cwPARMZgypUq,eNeN226,,,5,eNeN,226
A09-07 Encounter, FID="B8bslBCeK3qTbVwa" UGFLinkReference="eNeN227",B8bslBCeK3qTbVwa,eNeN227,,,5,eNeN,227
A09-08 Encounter, FID="B8gb7ebkTyJ4RmHG" UGFLinkReference="eNeN228",B8gb7ebkTyJ4RmHG,eNeN228,,,5,eNeN,228
A09-09 Encounter, FID="BA41NjmoLaQFNmHu" UGFLinkReference="eNeN229",BA41NjmoLaQFNmHu,eNeN229,,,5,eNeN,229
A09-10 Encounter, FID="BAUoXaBuzxaubXRO" UGFLinkReference="eNeN230",BAUoXaBuzxaubXRO,eNeN230,,,5,eNeN,230
A09-11 Encounter, FID="BAbHWm0JVKVDFFp0" UGFLinkReference="eNeN231",BAbHWm0JVKVDFFp0,eNeN231,,,5,eNeN,231
A09-12 Encounter, FID="BB5sudQyo6s6nECL" UGFLinkReference="eNeN232",BB5sudQyo6s6nECL,eNeN232,,,5,eNeN,232
A09-13 Encounter, FID="BB80KtZ7ohHfsRxI" UGFLinkReference="eNeN233",BB80KtZ7ohHfsRxI,eNeN233,,,5,eNeN,233
A09-14 Encounter, FID="BB8htftIIwGBCYfO" UGFLinkReference="eNeN234",BB8htftIIwGBCYfO,eNeN234,,,5,eNeN,234
A09-15 Encounter, FID="BBWAwiOYfCoub4as" UGFLinkReference="eNeN235",BBWAwiOYfCoub4as,eNeN235,,,5,eNeN,235
A09-16 Encounter, FID="BBYvuT9yYbU6Y92T" UGFLinkReference="eNeN236",BBYvuT9yYbU6Y92T,eNeN236,,,5,eNeN,236
A09-17 Encounter, FID="BCnZwdounL7lWHzz" UGFLinkReference="eNeN237",BCnZwdounL7lWHzz,eNeN237,,,5,eNeN,237
A09-18 Encounter, FID="BDQOzEZDxtqp99xl" UGFLinkReference="eNeN238",BDQOzEZDxtqp99xl,eNeN238,,,5,eNeN,238
A09-19 Encounter, FID="BDePfIq3A19HUwpD" UGFLinkReference="eNeN239",BDePfIq3A19HUwpD,eNeN239,,,5,eNeN,239
A09-20 Encounter, FID="BEJdyhmIBxM1PuxX" UGFLinkReference="eNeN240",BEJdyhmIBxM1PuxX,eNeN240,,,5,eNeN,240
A10-01 Encounter, FID="BET7VlORkSE7RIzS" UGFLinkReference="eNeN241",BET7VlORkSE7RIzS,eNeN241,,,5,eNeN,241
A10-02 Encounter, FID="BEbs9MY0TbhMc4ER" UGFLinkReference="eNeN242",BEbs9MY0TbhMc4ER,eNeN242,,,5,eNeN,242
A10-03 Encounter, FID="BG2Q86yy6IMDxtBd" UGFLinkReference="eNeN243",BG2Q86yy6IMDxtBd,eNeN243,,,5,eNeN,243
A10-04 Encounter, FID="BGdGCRa8mkkQJo4X" UGFLinkReference="eNeN244",BGdGCRa8mkkQJo4X,eNeN244,,,5,eNeN,244
A10-05 Encounter, FID="BIAiuGld6M4cx2hE" UGFLinkReference="eNeN245",BIAiuGld6M4cx2hE,eNeN245,,,5,eNeN,245
A10-06 Encounter, FID="BIkYEcXJ4Xq0EH5x" UGFLinkReference="eNeN246",BIkYEcXJ4Xq0EH5x,eNeN246,,,5,eNeN,246
